type	subtype	sarg	source	description	ko	definition
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_266268279.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_266268279.1	class A beta-lactamase LEN-206	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_285200880.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_285200880.1	class A beta-lactamase LEN-146	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_316951717.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_316951717.1	class A beta-lactamase LEN-139	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_318629420.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_318629420.1	class A beta-lactamase LEN-188	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_323068966.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_323068966.1	class A beta-lactamase LEN-46	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_323094869.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_323094869.1	class A beta-lactamase LEN-118	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_323095491.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_323095491.1	class A beta-lactamase LEN-150	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_323101933.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_323101933.1	class A beta-lactamase LEN-93	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_323108318.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_323108318.1	class A beta-lactamase LEN-176	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_323112052.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_323112052.1	class A beta-lactamase LEN-193	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_334798457.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_334798457.1	class A beta-lactamase LEN-181	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_335240064.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_335240064.1	class A beta-lactamase LEN-104	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_335897301.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_335897301.1	class A beta-lactamase LEN-125	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_345756109.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_345756109.1	class A beta-lactamase LEN-205	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_346723232.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_346723232.1	class A beta-lactamase LEN-107	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_348849081.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_348849081.1	class A beta-lactamase LEN-163	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_348881066.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_348881066.1	class A beta-lactamase LEN-98	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_348915907.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_348915907.1	class A beta-lactamase LEN-159	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_349464320.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_349464320.1	class A beta-lactamase LEN-195	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_368760555.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_368760555.1	class A beta-lactamase LEN-166	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_369136234.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_369136234.1	class A beta-lactamase LEN-161	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_369153779.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_369153779.1	class A beta-lactamase LEN-137	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_371338176.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_371338176.1	class A beta-lactamase LEN-122	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_373625500.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_373625500.1	class A beta-lactamase LEN-67	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_373630719.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_373630719.1	class A beta-lactamase LEN-76	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_373632019.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_373632019.1	class A beta-lactamase LEN-68	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_373854807.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_373854807.1	class A beta-lactamase LEN-173	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_373890475.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_373890475.1	class A beta-lactamase LEN-50	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_374014856.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_374014856.1	class A beta-lactamase LEN-88	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_374184211.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_374184211.1	class A beta-lactamase LEN-66	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_374748199.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_374748199.1	class A beta-lactamase LEN-164	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_421048616.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_421048616.1	class A beta-lactamase LEN-208	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_426758753.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_426758753.1	class A beta-lactamase LEN-85	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430673492.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430673492.1	class A beta-lactamase LEN-100	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430673493.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430673493.1	class A beta-lactamase LEN-101	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430673494.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430673494.1	class A beta-lactamase LEN-102	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430673495.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430673495.1	class A beta-lactamase LEN-103	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430673496.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430673496.1	class A beta-lactamase LEN-109	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430673497.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430673497.1	class A beta-lactamase LEN-110	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430673498.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430673498.1	class A beta-lactamase LEN-111	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689717.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689717.1	class A beta-lactamase LEN-114	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689722.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689722.1	class A beta-lactamase LEN-115	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689723.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689723.1	class A beta-lactamase LEN-116	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689725.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689725.1	class A beta-lactamase LEN-117	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689731.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689731.1	class A beta-lactamase LEN-123	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689734.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689734.1	class A beta-lactamase LEN-124	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689742.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689742.1	class A beta-lactamase LEN-128	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689745.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689745.1	class A beta-lactamase LEN-130	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689752.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689752.1	class A beta-lactamase LEN-140	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689753.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689753.1	class A beta-lactamase LEN-142	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689754.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689754.1	class A beta-lactamase LEN-143	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689756.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689756.1	class A beta-lactamase LEN-145	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689767.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689767.1	class A beta-lactamase LEN-152	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689770.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689770.1	class A beta-lactamase LEN-153	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689771.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689771.1	class A beta-lactamase LEN-154	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689773.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689773.1	class A beta-lactamase LEN-155	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689779.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689779.1	class A beta-lactamase LEN-157	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689783.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689783.1	class A beta-lactamase LEN-158	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689787.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689787.1	class A beta-lactamase LEN-160	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689804.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689804.1	class A beta-lactamase LEN-165	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689811.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689811.1	class A beta-lactamase LEN-170	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689820.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689820.1	class A beta-lactamase LEN-174	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689826.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689826.1	class A beta-lactamase LEN-177	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689830.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689830.1	class A beta-lactamase LEN-179	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689848.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689848.1	class A beta-lactamase LEN-182	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689851.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689851.1	class A beta-lactamase LEN-186	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689856.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689856.1	class A beta-lactamase LEN-187	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689867.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689867.1	class A beta-lactamase LEN-189	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689877.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689877.1	class A beta-lactamase LEN-191	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689882.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689882.1	class A beta-lactamase LEN-194	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689887.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689887.1	class A beta-lactamase LEN-197	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689888.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689888.1	class A beta-lactamase LEN-198	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689891.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689891.1	class A beta-lactamase LEN-199	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689895.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689895.1	class A beta-lactamase LEN-200	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689900.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689900.1	class A beta-lactamase LEN-201	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689910.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689910.1	class A beta-lactamase LEN-207	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689916.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689916.1	class A beta-lactamase LEN-211	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689920.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689920.1	class A beta-lactamase LEN-94	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689923.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689923.1	class A beta-lactamase LEN-97	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430689927.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430689927.1	class A beta-lactamase LEN-99	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430799580.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430799580.1	class A beta-lactamase LEN-121	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430799589.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430799589.1	class A beta-lactamase LEN-131	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430799598.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430799598.1	class A beta-lactamase LEN-162	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430799607.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430799607.1	class A beta-lactamase LEN-183	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_430799619.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_430799619.1	class A beta-lactamase LEN-203	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_431014404.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_431014404.1	class A beta-lactamase LEN-156	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_459076528.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_459076528.1	class A beta-lactamase LEN-29	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_459076529.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_459076529.1	class A beta-lactamase LEN-44	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_459076530.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_459076530.1	class A beta-lactamase LEN-47	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_459076531.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_459076531.1	class A beta-lactamase LEN-49	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_459076532.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_459076532.1	class A beta-lactamase LEN-56	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_459076533.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_459076533.1	class A beta-lactamase LEN-59	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_459076534.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_459076534.1	class A beta-lactamase LEN-65	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_459076535.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_459076535.1	class A beta-lactamase LEN-72	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_459076536.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_459076536.1	class A beta-lactamase LEN-73	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_459076537.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_459076537.1	class A beta-lactamase LEN-75	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_459076538.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_459076538.1	class A beta-lactamase LEN-80	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_459076539.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_459076539.1	class A beta-lactamase LEN-81	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_459076540.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_459076540.1	class A beta-lactamase LEN-82	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_459076541.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_459076541.1	class A beta-lactamase LEN-89	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_459076542.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_459076542.1	class A beta-lactamase LEN-90	K17836*	beta-lactamase class A
beta-lactam	blaLEN	SARG|beta-lactam|blaLEN|WP_459076543.1	NCBI|amr:amr|beta-lactam|blaLEN|WP_459076543.1	class A beta-lactamase LEN-91	K17836*	beta-lactamase class A
beta-lactam	blaLHK	SARG|beta-lactam|blaLHK|WP_012698469.1	NCBI|amr:amr|beta-lactam|blaLHK|WP_012698469.1	class C beta-lactamase LHK-7	K01467*	beta-lactamase class C
beta-lactam	blaLHK	SARG|beta-lactam|blaLHK|WP_081666691.1	NCBI|amr:amr|beta-lactam|blaLHK|WP_081666691.1	class C beta-lactamase LHK-1	K01467*	beta-lactamase class C
beta-lactam	blaLHK	SARG|beta-lactam|blaLHK|WP_104531865.1	NCBI|amr:amr|beta-lactam|blaLHK|WP_104531865.1	class C beta-lactamase LHK-2	K01467*	beta-lactamase class C
beta-lactam	blaLHK	SARG|beta-lactam|blaLHK|WP_104531866.1	NCBI|amr:amr|beta-lactam|blaLHK|WP_104531866.1	class C beta-lactamase LHK-3	K01467*	beta-lactamase class C
beta-lactam	blaLHK	SARG|beta-lactam|blaLHK|WP_104531867.1	NCBI|amr:amr|beta-lactam|blaLHK|WP_104531867.1	class C beta-lactamase LHK-4	K01467*	beta-lactamase class C
beta-lactam	blaLHK	SARG|beta-lactam|blaLHK|WP_104531868.1	NCBI|amr:amr|beta-lactam|blaLHK|WP_104531868.1	class C beta-lactamase LHK-5	K01467*	beta-lactamase class C
beta-lactam	blaLHK	SARG|beta-lactam|blaLHK|WP_104531869.1	NCBI|amr:amr|beta-lactam|blaLHK|WP_104531869.1	class C beta-lactamase LHK-6	K01467*	beta-lactamase class C
beta-lactam	blaLMB	SARG|beta-lactam|blaLMB|WP_108361548.1	NCBI|amr:amr|beta-lactam|blaLMB|WP_108361548.1	subclass B3 metallo-beta-lactamase LMB-1	K17837*	metallo-beta-lactamase class B
beta-lactam	blaLRA	SARG|beta-lactam|blaLRA|WP_063839877.1	NCBI|amr:amr|beta-lactam|blaOXA/blaLRA13|WP_063839877.1	bifunctional class C beta-lactamase/class D beta-lactamase fusion protein LRA-13	K01467*	beta-lactamase class C
beta-lactam	blaLRA	SARG|beta-lactam|blaLRA|WP_063842263.1	NCBI|amr:amr|beta-lactam|blaLRA1|WP_063842263.1	LRA1 family class A beta-lactamase	K17836*	beta-lactamase class A
beta-lactam	blaLRA	SARG|beta-lactam|blaLRA|WP_063842268.1	NCBI|amr:amr|beta-lactam|blaLRA5|WP_063842268.1	LRA5 family class A beta-lactamase	K17836*	beta-lactamase class A
beta-lactam	blaLRA	SARG|beta-lactam|blaLRA|WP_063842701.1	NCBI|amr:amr|beta-lactam|blaLRA2|WP_063842701.1	LRA2 family subclass B3 metallo-beta-lactamase	K17837*	metallo-beta-lactamase class B
beta-lactam	blaLRA	SARG|beta-lactam|blaLRA|WP_063842702.1	NCBI|amr:amr|beta-lactam|blaLRA3|WP_063842702.1	LRA3 family subclass B3 metallo-beta-lactamase	K17837*	metallo-beta-lactamase class B
beta-lactam	blaLRA	SARG|beta-lactam|blaLRA|WP_063842703.1	NCBI|amr:amr|beta-lactam|blaLRA8|WP_063842703.1	LRA8 family subclass B3 metallo-beta-lactamase	K17837*	metallo-beta-lactamase class B
beta-lactam	blaLRA	SARG|beta-lactam|blaLRA|WP_063842704.1	NCBI|amr:amr|beta-lactam|blaLRA9|WP_063842704.1	LRA9 family subclass B3 metallo-beta-lactamase	K17837*	metallo-beta-lactamase class B
beta-lactam	blaLRA	SARG|beta-lactam|blaLRA|WP_063842707.1	NCBI|amr:amr|beta-lactam|blaLRA12|WP_063842707.1	LRA12 family subclass B3 metallo-beta-lactamase	K17837*	metallo-beta-lactamase class B
beta-lactam	blaLRA	SARG|beta-lactam|blaLRA|WP_063842712.1	NCBI|amr:amr|beta-lactam|blaLRA17|WP_063842712.1	LRA17 family subclass B3 metallo-beta-lactamase	K17837*	metallo-beta-lactamase class B
beta-lactam	blaLRA	SARG|beta-lactam|blaLRA|WP_063842717.1	NCBI|amr:amr|beta-lactam|blaLRA19|WP_063842717.1	LRA19 family subclass B3 metallo-beta-lactamase	K17837*	metallo-beta-lactamase class B
beta-lactam	blaLRA	SARG|beta-lactam|blaLRA|WP_099982801.1	NCBI|amr:amr|beta-lactam|blaLRA18|WP_099982801.1	LRA18 family class C beta-lactamase	K01467*	beta-lactamase class C
beta-lactam	blaLRA	SARG|beta-lactam|blaLRA|WP_099982802.1	NCBI|amr:amr|beta-lactam|blaLRA7|WP_099982802.1	LRA7 family subclass B3 metallo-beta-lactamase	K17837*	metallo-beta-lactamase class B
beta-lactam	blaLRA	SARG|beta-lactam|blaLRA|WP_099982803.1	NCBI|amr:amr|beta-lactam|blaLRA10|WP_099982803.1	LRA10 family class C beta-lactamase	K01467*	beta-lactamase class C
beta-lactam	blaLRG	SARG|beta-lactam|blaLRG|WP_063860827.1	NCBI|amr:amr|beta-lactam|blaLRG|WP_063860827.1	extended-spectrum class A beta-lactamase LRG-1	K17836*	beta-lactamase class A
beta-lactam	blaLUS	SARG|beta-lactam|blaLUS|WP_041881964.1	NCBI|amr:amr|beta-lactam|blaLUS|WP_041881964.1	class A beta-lactamase LUS-1	K17836*	beta-lactamase class A
beta-lactam	blaLUT	SARG|beta-lactam|blaLUT|WP_010798607.1	NCBI|amr:amr|beta-lactam|blaLUT|WP_010798607.1	extended-spectrum class A beta-lactamase LUT-1	K17836*	beta-lactamase class A
beta-lactam	blaLUT	SARG|beta-lactam|blaLUT|WP_063860828.1	NCBI|amr:amr|beta-lactam|blaLUT|WP_063860828.1	class A beta-lactamase LUT-2	K17836*	beta-lactamase class A
beta-lactam	blaLUT	SARG|beta-lactam|blaLUT|WP_063860829.1	NCBI|amr:amr|beta-lactam|blaLUT|WP_063860829.1	class A beta-lactamase LUT-3	K17836*	beta-lactamase class A
beta-lactam	blaLUT	SARG|beta-lactam|blaLUT|WP_063860830.1	NCBI|amr:amr|beta-lactam|blaLUT|WP_063860830.1	class A beta-lactamase LUT-4	K17836*	beta-lactamase class A
beta-lactam	blaLUT	SARG|beta-lactam|blaLUT|WP_063860831.1	NCBI|amr:amr|beta-lactam|blaLUT|WP_063860831.1	class A beta-lactamase LUT-5	K17836*	beta-lactamase class A
beta-lactam	blaLUT	SARG|beta-lactam|blaLUT|WP_063860832.1	NCBI|amr:amr|beta-lactam|blaLUT|WP_063860832.1	class A beta-lactamase LUT-6	K17836*	beta-lactamase class A
